1	8091118
10	351651
100	5566
1000	23
1001	18
10013	1
1002	22
1003	21
1004	15
10049	1
1005	22
1006	13
1007	12
1008	14
1009	11
101	5456
1010	14
1011	17
1012	17
1013	18
1014	16
1015	23
1016	17
1017	15
10173	2
1018	9
10187	1
1019	17
102	5126
1020	11
1021	22
10214	1
10215	1
1022	22
1023	18
1024	24
10242	1
1025	12
1026	22
1027	14
10270	1
10273	1
1028	18
10287	1
1029	16
103	5007
1030	12
1031	27
10319	1
1032	22
1033	13
1034	14
1035	10
1036	18
10364	1
1037	18
1038	18
10383	1
10389	1
1039	17
104	4964
1040	19
1041	14
10410	1
1042	19
1043	15
1044	13
10449	1
1045	12
10456	1
1046	14
10465	1
10469	1
1047	9
1048	20
1049	12
105	4757
1050	15
10508	1
1051	12
1052	14
1053	19
10539	1
1054	18
10546	1
1055	16
10559	1
1056	17
10564	1
1057	18
10575	1
1058	10
10582	1
10586	1
1059	12
10597	1
10598	1
106	4672
1060	21
10608	1
1061	19
1062	11
1063	15
1064	14
1065	19
1066	14
1067	13
1068	18
10687	1
1069	11
10690	1
10696	1
107	4528
1070	17
1071	18
1072	16
1073	17
10732	1
10734	1
10738	1
1074	10
1075	18
10759	1
1076	12
1077	14
10774	1
1078	14
10784	1
1079	14
10791	1
108	4496
1080	13
1081	15
1082	12
10829	1
1083	14
10836	1
1084	15
1085	15
10857	1
1086	17
10861	1
1087	18
1088	24
1089	17
109	4347
1090	18
1091	6
109108	1
1092	6
1093	14
1094	11
10948	1
1095	9
10956	1
1096	10
10962	1
1097	9
1098	14
10982	1
1099	10
11	321233
110	4458
1100	13
1101	15
1102	9
1103	18
1104	8
11044	1
1105	7
1106	10
1107	14
1108	13
1109	16
11095	1
111	4363
1110	14
11100	1
11102	1
1111	18
1112	13
1113	15
1114	14
1115	13
1116	10
11162	1
1117	7
1118	9
1119	17
11195	1
11199	1
112	4198
1120	15
1121	12
1122	8
1123	18
11231	1
1124	15
11240	1
1125	18
1126	13
1127	12
11274	1
1128	11
1129	10
11295	1
11299	1
113	4035
1130	12
1131	9
1132	16
11320	1
1133	13
1134	9
11349	1
1135	11
1136	10
1137	10
11376	1
1138	17
1139	13
11394	1
114	3984
1140	15
1141	13
1142	15
1143	7
1144	10
11440	1
1145	9
1146	14
11461	1
114624	1
11465	1
1147	11
1148	9
1149	18
115	4029
1150	8
115003	1
1151	13
11512	1
1152	13
11529	1
1153	5
1154	11
11546	1
1155	11
1156	8
1157	19
1158	15
1159	15
11597	1
116	3860
1160	13
116009	1
1161	9
1162	15
11621	1
11628	1
1163	5
11638	1
1164	12
11645	1
1165	16
1166	13
1167	16
11679	1
1168	8
1169	12
117	3669
1170	13
11701	1
1171	10
11712	1
1172	11
1173	14
1174	6
1175	13
11759	1
1176	14
1177	16
11778	1
1178	7
11783	1
11788	1
1179	12
11794	1
118	3714
1180	14
11806	1
1181	14
1182	9
1183	11
1184	13
1185	8
11856	1
1186	12
11862	1
1187	16
1188	16
11885	1
1189	9
11890	1
119	3531
1190	11
1191	9
1192	8
1193	10
1194	8
1195	10
1196	11
1197	8
11978	1
1198	10
11989	1
1199	13
12	295269
120	3484
1200	16
1201	13
1202	6
1203	13
1204	8
12048	1
1205	13
12053	1
1206	13
1207	10
12075	1
12079	1
1208	11
1209	16
121	3456
1210	8
121077	1
1211	11
1212	7
1213	17
1214	13
1215	15
1216	6
12166	1
1217	10
1218	9
12188	1
1219	11
122	3420
1220	21
1221	13
12213	1
12219	1
1222	12
1223	9
1224	15
1225	17
12251	1
12253	2
1226	13
1227	11
1228	7
1229	5
12293	1
12294	1
123	3277
1230	8
1231	9
12313	1
1232	6
12322	1
1233	8
1234	10
12346	1
12348	1
1235	12
1236	10
1237	9
1238	11
1239	5
123921	1
124	3361
1240	8
1241	16
124188	1
1242	13
1243	7
1244	9
1245	13
12451	1
12459	1
1246	13
12462	1
1247	11
12477	1
1248	13
1249	9
124998	1
125	3208
1250	15
12508	1
1251	9
1252	13
12529	1
1253	12
12534	1
1254	7
12549	1
1255	7
1256	5
1257	11
1258	8
1259	11
126	3203
1260	10
1261	12
1262	7
1263	8
1264	11
1265	16
12651	1
12655	1
1266	7
1267	17
1268	14
1269	9
127	3130
1270	7
1271	15
12712	1
1272	8
12726	1
1273	6
12733	1
1274	4
1275	14
1276	9
12769	1
1277	10
1278	10
1279	15
127947	1
12796	1
128	3200
1280	12
12807	1
1281	11
12817	1
1282	5
1283	13
1284	8
12840	1
1285	7
12850	1
12851	1
1286	7
12867	1
1287	11
1288	10
1289	11
12890	1
129	3107
1290	8
12901	1
1291	10
1292	12
1293	6
1294	10
1295	9
1296	1
1297	7
1298	7
1299	10
12994	1
13	311871
130	3079
1300	13
1301	7
1302	9
1303	14
1304	12
1305	8
1306	14
13065	1
1307	9
1308	8
1309	9
131	3035
1310	7
1311	3
1312	6
1313	13
1314	9
13145	1
1315	10
1316	5
13166	1
13168	1
1317	8
1318	15
1319	7
132	2887
1320	17
1321	6
1322	8
13223	1
1323	14
1324	10
1325	9
1326	7
1327	4
13278	1
1328	7
13281	1
1329	4
13298	1
133	2725
1330	11
1331	9
1332	7
1333	4
1334	7
1335	7
13353	1
1336	7
1337	5
13374	1
1338	13
1339	8
134	2767
1340	10
13407	1
1341	10
1342	8
1343	12
13436	1
1344	13
1345	7
1346	9
1347	5
1348	6
13481	1
13483	1
13486	1
1349	12
13499	2
135	2661
1350	10
1351	13
13512	1
1352	2
1353	13
1354	12
1355	14
1356	6
13569	1
1357	10
1358	6
1359	4
136	2667
1360	3
1361	9
1362	7
1363	13
13631	1
1364	10
13646	1
1365	10
1366	9
1367	14
1368	3
1369	8
137	2527
1370	9
1371	12
13715	1
1372	9
1373	5
1374	10
1375	11
13750	1
13751	1
1376	12
13763	1
1377	7
1378	7
1379	7
13793	1
138	2658
1380	6
1381	10
13815	1
1382	9
1383	11
13836	1
1384	8
1385	7
1386	11
1387	10
13876	1
1388	7
1389	9
139	2459
1390	5
1391	3
1392	4
1393	10
1394	5
1395	4
13951	1
1396	8
13961	1
13963	1
13965	1
13969	1
1397	8
1398	9
13985	1
1399	12
14	235356
140	2459
1400	9
1401	9
1402	7
1403	4
1404	6
1405	5
1406	10
1407	7
1408	4
140833	1
14086	1
1409	11
141	2477
1410	6
1411	3
1412	9
1413	6
1414	3
14143	1
1415	4
1416	12
